cpse,record_description,normalized_description,canonical_id,canonical_description,category,description_score,technical_score,category_score,conflict_count,conflicts,confidence_score,decision,candidate_rank
CPSE-B,CENTRIF PUMP 20 M3/H 30M HEAD 5.5KW,CENTRIF PUMP 20 M3 H 30M HEAD 5.5KW,CM0081,CENTRIFUGAL PUMP 20 M3/H 30M HEAD 5.5KW,PUMP,89.19,100.0,100.0,0,,95.14,MATCH,1
CPSE-B,CENTRIF PUMP 200 M3/H 60M HEAD 45KW,CENTRIF PUMP 200 M3 H 60M HEAD 45KW,CM0088,CENTRIFUGAL PUMP 200 M3/H 60M HEAD 45KW,PUMP,89.19,100.0,100.0,0,,95.14,MATCH,1
CPSE-B,CENTRIF PUMP 250 M3/H 70M HEAD 55KW,CENTRIF PUMP 250 M3 H 70M HEAD 55KW,CM0089,CENTRIFUGAL PUMP 250 M3/H 70M HEAD 55KW,PUMP,89.19,100.0,100.0,0,,95.14,MATCH,1
CPSE-B,CENTRIF PUMP 30 M3/H 40M HEAD 7.5KW,CENTRIF PUMP 30 M3 H 40M HEAD 7.5KW,CM0082,CENTRIFUGAL PUMP 30 M3/H 40M HEAD 7.5KW,PUMP,89.19,100.0,100.0,0,,95.14,MATCH,1
CPSE-B,CENTRIF PUMP 300 M3/H 80M HEAD 75KW,CENTRIF PUMP 300 M3 H 80M HEAD 75KW,CM0090,CENTRIFUGAL PUMP 300 M3/H 80M HEAD 75KW,PUMP,89.19,100.0,100.0,0,,95.14,MATCH,1
CPSE-B,CENTRIF PUMP 50 M3/H 50M HEAD 11KW,CENTRIF PUMP 50 M3 H 50M HEAD 11KW,CM0083,CENTRIFUGAL PUMP 50 M3/H 50M HEAD 11KW,PUMP,88.89,100.0,100.0,0,,95.0,MATCH,1
CPSE-B,CENTRIF PUMP 75 M3/H 40M HEAD 15KW,CENTRIF PUMP 75 M3 H 40M HEAD 15KW,CM0084,CENTRIFUGAL PUMP 75 M3/H 40M HEAD 15KW,PUMP,88.89,100.0,100.0,0,,95.0,MATCH,1
CPSE-B,CUTTING MACHINE 355MM 2000W,CUTTING MACHINE 355MM 2000W,CM0097,CUTTING MACHINE 355MM 2000W,INDUSTRIAL_TOOL,100.0,100.0,100.0,0,,100.0,MATCH,1
CPSE-A,CUTTING MACHINE 355MM 2000W,CUTTING MACHINE 355MM 2000W,CM0097,CUTTING MACHINE 355MM 2000W,INDUSTRIAL_TOOL,100.0,100.0,100.0,0,,100.0,MATCH,2
CPSE-C,CUTTING MACHINE 355MM 2000W,CUTTING MACHINE 355MM 2000W,CM0097,CUTTING MACHINE 355MM 2000W,INDUSTRIAL_TOOL,100.0,100.0,100.0,0,,100.0,MATCH,3
CPSE-B,DEEP GROOVE BALL BEARING 6205,DEEP GROOVE BALL BEARING 6205,CM0011,DEEP GROOVE BALL BEARING 6205,BEARING,100.0,100.0,100.0,0,,100.0,MATCH,1
CPSE-B,DEEP GROOVE BALL BEARING 6206,DEEP GROOVE BALL BEARING 6206,CM0012,DEEP GROOVE BALL BEARING 6206,BEARING,100.0,100.0,100.0,0,,100.0,MATCH,1
CPSE-B,DEEP GROOVE BALL BEARING 6207,DEEP GROOVE BALL BEARING 6207,CM0013,DEEP GROOVE BALL BEARING 6207,BEARING,100.0,100.0,100.0,0,,100.0,MATCH,1
CPSE-B,DEEP GROOVE BALL BEARING 6305,DEEP GROOVE BALL BEARING 6305,CM0014,DEEP GROOVE BALL BEARING 6305,BEARING,100.0,100.0,100.0,0,,100.0,MATCH,1
CPSE-B,DEEP GROOVE BALL BEARING 6306,DEEP GROOVE BALL BEARING 6306,CM0015,DEEP GROOVE BALL BEARING 6306,BEARING,100.0,100.0,100.0,0,,100.0,MATCH,1
CPSE-B,DEEP GROOVE BALL BEARING 6307,DEEP GROOVE BALL BEARING 6307,CM0016,DEEP GROOVE BALL BEARING 6307,BEARING,100.0,100.0,100.0,0,,100.0,MATCH,1
CPSE-A,DEEP GROOVE BALL BRG 6205,DEEP GROOVE BALL BEARING 6205,CM0011,DEEP GROOVE BALL BEARING 6205,BEARING,100.0,100.0,100.0,0,,100.0,MATCH,1
CPSE-A,DEEP GROOVE BALL BRG 6206,DEEP GROOVE BALL BEARING 6206,CM0012,DEEP GROOVE BALL BEARING 6206,BEARING,100.0,100.0,100.0,0,,100.0,MATCH,1
CPSE-A,DEEP GROOVE BALL BRG 6207,DEEP GROOVE BALL BEARING 6207,CM0013,DEEP GROOVE BALL BEARING 6207,BEARING,100.0,100.0,100.0,0,,100.0,MATCH,1
CPSE-A,DEEP GROOVE BALL BRG 6305,DEEP GROOVE BALL BEARING 6305,CM0014,DEEP GROOVE BALL BEARING 6305,BEARING,100.0,100.0,100.0,0,,100.0,MATCH,1
CPSE-A,DEEP GROOVE BALL BRG 6306,DEEP GROOVE BALL BEARING 6306,CM0015,DEEP GROOVE BALL BEARING 6306,BEARING,100.0,100.0,100.0,0,,100.0,MATCH,1
CPSE-A,DEEP GROOVE BALL BRG 6307,DEEP GROOVE BALL BEARING 6307,CM0016,DEEP GROOVE BALL BEARING 6307,BEARING,100.0,100.0,100.0,0,,100.0,MATCH,1
CPSE-C,DGB BRG 6205,DGB BEARING 6205,CM0011,DEEP GROOVE BALL BEARING 6205,BEARING,85.71,100.0,100.0,0,,93.57,MATCH,1
CPSE-C,DGB BRG 6206,DGB BEARING 6206,CM0012,DEEP GROOVE BALL BEARING 6206,BEARING,85.71,100.0,100.0,0,,93.57,MATCH,1
CPSE-C,DGB BRG 6207,DGB BEARING 6207,CM0013,DEEP GROOVE BALL BEARING 6207,BEARING,85.71,100.0,100.0,0,,93.57,MATCH,1
CPSE-C,DGB BRG 6305,DGB BEARING 6305,CM0014,DEEP GROOVE BALL BEARING 6305,BEARING,85.71,100.0,100.0,0,,93.57,MATCH,1
CPSE-C,DGB BRG 6306,DGB BEARING 6306,CM0015,DEEP GROOVE BALL BEARING 6306,BEARING,85.71,100.0,100.0,0,,93.57,MATCH,1
CPSE-C,DGB BRG 6307,DGB BEARING 6307,CM0016,DEEP GROOVE BALL BEARING 6307,BEARING,85.71,100.0,100.0,0,,93.57,MATCH,1
CPSE-C,E-DRILL 10MM 650W,E-DRILL 10MM 650W,CM0094,ELECTRIC DRILL 10MM 650W,INDUSTRIAL_TOOL,73.17,100.0,100.0,0,,87.93,MATCH,1
CPSE-C,E-DRILL 13MM 800W,E-DRILL 13MM 800W,CM0095,ELECTRIC DRILL 13MM 800W,INDUSTRIAL_TOOL,73.17,100.0,100.0,0,,87.93,MATCH,1
CPSE-B,ELEC DRILL 10MM 650W,ELEC DRILL 10MM 650W,CM0094,ELECTRIC DRILL 10MM 650W,INDUSTRIAL_TOOL,90.91,100.0,100.0,0,,95.91,MATCH,1
CPSE-A,ELEC DRILL 10MM 650W,ELEC DRILL 10MM 650W,CM0094,ELECTRIC DRILL 10MM 650W,INDUSTRIAL_TOOL,90.91,100.0,100.0,0,,95.91,MATCH,2
CPSE-A,ELEC DRILL 13MM 800W,ELEC DRILL 13MM 800W,CM0095,ELECTRIC DRILL 13MM 800W,INDUSTRIAL_TOOL,90.91,100.0,100.0,0,,95.91,MATCH,1
CPSE-B,ELEC DRILL 13MM 800W,ELEC DRILL 13MM 800W,CM0095,ELECTRIC DRILL 13MM 800W,INDUSTRIAL_TOOL,90.91,100.0,100.0,0,,95.91,MATCH,2
CPSE-A,IMPACT WRENCH 1/2 IN 500W,IMPACT WRENCH 1 2IN 500W,CM0096,IMPACT WRENCH 1/2 IN 500W,INDUSTRIAL_TOOL,93.88,100.0,100.0,0,,97.24,MATCH,1
CPSE-C,IMPACT WRENCH 1/2 IN 500W,IMPACT WRENCH 1 2IN 500W,CM0096,IMPACT WRENCH 1/2 IN 500W,INDUSTRIAL_TOOL,93.88,100.0,100.0,0,,97.24,MATCH,2
CPSE-B,"IMPACT WRENCH 1/2""500W",IMPACT WRENCH 1 2IN500W,CM0096,IMPACT WRENCH 1/2 IN 500W,INDUSTRIAL_TOOL,83.33,100.0,100.0,0,,92.5,MATCH,1
CPSE-A,M10 X 30 SS304 HEX BOLT,M10X30 SS304 HEX BOLT,CM0010,M10 X 30 SS304 HEX BOLT,FASTENER,86.36,100.0,100.0,0,,93.86,MATCH,1
CPSE-A,M10 X 50 SS304 HEX BOLT,M10X50 SS304 HEX BOLT,CM0001,M10 X 50 SS304 HEX BOLT,FASTENER,86.36,100.0,100.0,0,,93.86,MATCH,1
CPSE-A,M10 X 75 SS316 HEX BOLT,M10X75 SS316 HEX BOLT,CM0003,M10 X 75 SS316 HEX BOLT,FASTENER,86.36,100.0,100.0,0,,93.86,MATCH,1
CPSE-C,M10X30 SS304 HEX BOLT,M10X30 SS304 HEX BOLT,CM0010,M10 X 30 SS304 HEX BOLT,FASTENER,86.36,100.0,100.0,0,,93.86,MATCH,1
CPSE-B,M10X30 SS304 HEX BOLT,M10X30 SS304 HEX BOLT,CM0010,M10 X 30 SS304 HEX BOLT,FASTENER,86.36,100.0,100.0,0,,93.86,MATCH,2
CPSE-C,M10X50 SS304 HEX BOLT,M10X50 SS304 HEX BOLT,CM0001,M10 X 50 SS304 HEX BOLT,FASTENER,86.36,100.0,100.0,0,,93.86,MATCH,1
CPSE-B,M10X50 SS304 HEX BOLT,M10X50 SS304 HEX BOLT,CM0001,M10 X 50 SS304 HEX BOLT,FASTENER,86.36,100.0,100.0,0,,93.86,MATCH,2
CPSE-B,M10X75 SS316 HEX BOLT,M10X75 SS316 HEX BOLT,CM0003,M10 X 75 SS316 HEX BOLT,FASTENER,86.36,100.0,100.0,0,,93.86,MATCH,1
CPSE-C,M10X75 SS316 HEX BOLT,M10X75 SS316 HEX BOLT,CM0003,M10 X 75 SS316 HEX BOLT,FASTENER,86.36,100.0,100.0,0,,93.86,MATCH,2
CPSE-A,M12 X 50 SS304 HEX BOLT,M12X50 SS304 HEX BOLT,CM0002,M12 X 50 SS304 HEX BOLT,FASTENER,86.36,100.0,100.0,0,,93.86,MATCH,1
CPSE-A,M12 X 80 SS316 HEX BOLT,M12X80 SS316 HEX BOLT,CM0007,M12 X 80 SS316 HEX BOLT,FASTENER,86.36,100.0,100.0,0,,93.86,MATCH,1
CPSE-C,M12X50 SS304 HEX BOLT,M12X50 SS304 HEX BOLT,CM0002,M12 X 50 SS304 HEX BOLT,FASTENER,86.36,100.0,100.0,0,,93.86,MATCH,1
CPSE-B,M12X50 SS304 HEX BOLT,M12X50 SS304 HEX BOLT,CM0002,M12 X 50 SS304 HEX BOLT,FASTENER,86.36,100.0,100.0,0,,93.86,MATCH,2
CPSE-B,M12X80 SS316 HEX BOLT,M12X80 SS316 HEX BOLT,CM0007,M12 X 80 SS316 HEX BOLT,FASTENER,86.36,100.0,100.0,0,,93.86,MATCH,1
CPSE-C,M12X80 SS316 HEX BOLT,M12X80 SS316 HEX BOLT,CM0007,M12 X 80 SS316 HEX BOLT,FASTENER,86.36,100.0,100.0,0,,93.86,MATCH,2
CPSE-A,M16 X 60 CS HEX BOLT,M16X60 CARBON STEEL HEX BOLT,CM0004,M16 X 60 CARBON STEEL HEX BOLT,FASTENER,89.66,100.0,100.0,0,,95.34,MATCH,1
CPSE-A,M16 X 75 SS304 HEX BOLT,M16X75 SS304 HEX BOLT,CM0008,M16 X 75 SS304 HEX BOLT,FASTENER,86.36,100.0,100.0,0,,93.86,MATCH,1
CPSE-B,M16X60 CS HEX BOLT,M16X60 CARBON STEEL HEX BOLT,CM0004,M16 X 60 CARBON STEEL HEX BOLT,FASTENER,89.66,100.0,100.0,0,,95.34,MATCH,1
CPSE-C,M16X60 CS HEX BOLT,M16X60 CARBON STEEL HEX BOLT,CM0004,M16 X 60 CARBON STEEL HEX BOLT,FASTENER,89.66,100.0,100.0,0,,95.34,MATCH,2
CPSE-B,M16X75 SS304 HEX BOLT,M16X75 SS304 HEX BOLT,CM0008,M16 X 75 SS304 HEX BOLT,FASTENER,86.36,100.0,100.0,0,,93.86,MATCH,1
CPSE-C,M16X75 SS304 HEX BOLT,M16X75 SS304 HEX BOLT,CM0008,M16 X 75 SS304 HEX BOLT,FASTENER,86.36,100.0,100.0,0,,93.86,MATCH,2
CPSE-A,M20 X 100 CS HEX BOLT,M20X100 CARBON STEEL HEX BOLT,CM0009,M20 X 100 CARBON STEEL HEX BOLT,FASTENER,86.67,100.0,100.0,0,,94.0,MATCH,1
CPSE-A,M20 X 80 GI HEX BOLT,M20X80 GALVANIZED STEEL HEX BOLT,CM0005,M20 X 80 GALVANIZED STEEL HEX BOLT,FASTENER,90.91,100.0,100.0,0,,95.91,MATCH,1
CPSE-B,M20X100 CS HEX BOLT,M20X100 CARBON STEEL HEX BOLT,CM0009,M20 X 100 CARBON STEEL HEX BOLT,FASTENER,86.67,100.0,100.0,0,,94.0,MATCH,1
CPSE-C,M20X100 CS HEX BOLT,M20X100 CARBON STEEL HEX BOLT,CM0009,M20 X 100 CARBON STEEL HEX BOLT,FASTENER,86.67,100.0,100.0,0,,94.0,MATCH,2
CPSE-B,M20X80 GALV HEX BOLT,M20X80 GALVANIZED HEX BOLT,CM0005,M20 X 80 GALVANIZED STEEL HEX BOLT,FASTENER,84.44,100.0,100.0,0,,93.0,MATCH,1
CPSE-C,M20X80 GI HEX BOLT,M20X80 GALVANIZED STEEL HEX BOLT,CM0005,M20 X 80 GALVANIZED STEEL HEX BOLT,FASTENER,90.91,100.0,100.0,0,,95.91,MATCH,1
CPSE-A,M8 X 40 CS HEX BOLT,M8X40 CARBON STEEL HEX BOLT,CM0006,M8 X 40 CARBON STEEL HEX BOLT,FASTENER,89.29,100.0,100.0,0,,95.18,MATCH,1
CPSE-C,M8X40 CS HEX BOLT,M8X40 CARBON STEEL HEX BOLT,CM0006,M8 X 40 CARBON STEEL HEX BOLT,FASTENER,89.29,100.0,100.0,0,,95.18,MATCH,1
CPSE-B,M8X40 CS HEX BOLT,M8X40 CARBON STEEL HEX BOLT,CM0006,M8 X 40 CARBON STEEL HEX BOLT,FASTENER,89.29,100.0,100.0,0,,95.18,MATCH,2
CPSE-B,SPHERICAL ROLLER BEARING 22205,SPHERICAL ROLLER BEARING 22205,CM0020,SPHERICAL ROLLER BEARING 22205,BEARING,100.0,100.0,100.0,0,,100.0,MATCH,1
CPSE-A,SPHERICAL ROLLER BRG 22205,SPHERICAL ROLLER BEARING 22205,CM0020,SPHERICAL ROLLER BEARING 22205,BEARING,100.0,100.0,100.0,0,,100.0,MATCH,1
CPSE-C,SR BRG 22205,SR BEARING 22205,CM0020,SPHERICAL ROLLER BEARING 22205,BEARING,89.66,100.0,100.0,0,,95.34,MATCH,1
CPSE-B,TAPERED ROLLER BEARING 30205,TAPERED ROLLER BEARING 30205,CM0017,TAPERED ROLLER BEARING 30205,BEARING,100.0,100.0,100.0,0,,100.0,MATCH,1
CPSE-B,TAPERED ROLLER BEARING 30206,TAPERED ROLLER BEARING 30206,CM0018,TAPERED ROLLER BEARING 30206,BEARING,100.0,100.0,100.0,0,,100.0,MATCH,1
CPSE-B,TAPERED ROLLER BEARING 30305,TAPERED ROLLER BEARING 30305,CM0019,TAPERED ROLLER BEARING 30305,BEARING,100.0,100.0,100.0,0,,100.0,MATCH,1
CPSE-A,TAPERED ROLLER BRG 30205,TAPERED ROLLER BEARING 30205,CM0017,TAPERED ROLLER BEARING 30205,BEARING,100.0,100.0,100.0,0,,100.0,MATCH,1
CPSE-A,TAPERED ROLLER BRG 30206,TAPERED ROLLER BEARING 30206,CM0018,TAPERED ROLLER BEARING 30206,BEARING,100.0,100.0,100.0,0,,100.0,MATCH,1
CPSE-A,TAPERED ROLLER BRG 30305,TAPERED ROLLER BEARING 30305,CM0019,TAPERED ROLLER BEARING 30305,BEARING,100.0,100.0,100.0,0,,100.0,MATCH,1
CPSE-B,TORQUE WRENCH 50-250NM,TORQUE WRENCH 50-250NM,CM0099,TORQUE WRENCH 50-250NM,INDUSTRIAL_TOOL,100.0,100.0,100.0,0,,100.0,MATCH,1
CPSE-C,TORQUE WRENCH 50-250NM,TORQUE WRENCH 50-250NM,CM0099,TORQUE WRENCH 50-250NM,INDUSTRIAL_TOOL,100.0,100.0,100.0,0,,100.0,MATCH,2
CPSE-A,TORQUE WRENCH 50-250NM,TORQUE WRENCH 50-250NM,CM0099,TORQUE WRENCH 50-250NM,INDUSTRIAL_TOOL,100.0,100.0,100.0,0,,100.0,MATCH,3
CPSE-C,TR BRG 30205,TR BEARING 30205,CM0017,TAPERED ROLLER BEARING 30205,BEARING,89.66,100.0,100.0,0,,95.34,MATCH,1
CPSE-C,TR BRG 30206,TR BEARING 30206,CM0018,TAPERED ROLLER BEARING 30206,BEARING,89.66,100.0,100.0,0,,95.34,MATCH,1
CPSE-C,TR BRG 30305,TR BEARING 30305,CM0019,TAPERED ROLLER BEARING 30305,BEARING,89.66,100.0,100.0,0,,95.34,MATCH,1
CPSE-B,WELDING MACHINE 200A,WELDING MACHINE 200A,CM0098,WELDING MACHINE 200A,INDUSTRIAL_TOOL,100.0,100.0,100.0,0,,100.0,MATCH,1
CPSE-C,WELDING MACHINE 200A,WELDING MACHINE 200A,CM0098,WELDING MACHINE 200A,INDUSTRIAL_TOOL,100.0,100.0,100.0,0,,100.0,MATCH,2
CPSE-A,WELDING MACHINE 200A,WELDING MACHINE 200A,CM0098,WELDING MACHINE 200A,INDUSTRIAL_TOOL,100.0,100.0,100.0,0,,100.0,MATCH,3
